"Time","goodput","incoming_throughput","batch_size","interval","timeout","total_retries","total_retries_rate","completed_retries","completed_retries_rate","average_latency_of_finished_requests","postgres_network_rate_server1","postgres_network_rate_server2","postgres_network_rate_server3","postgres_network_receive_rate_server1","postgres_network_receive_rate_server3","postgres_network_receive_rate_server2","postgres_network_transmit_server1","postgres_network_transmit_server3","postgres_network_transmit_server2","node_network_usage_server1","node_network_usage_server2","node_network_usage_server3","node_avg_cpu_seconds_server1","node_avg_cpu_seconds_server2","node_avg_cpu_seconds_server3","node_avg_cpu_rate_server1","node_avg_cpu_rate_server2","node_avg_cpu_rate_server3","postgres_cpu_rate_server1","postgres_cpu_rate_server2","postgres_cpu_rate_server3","node_io_time_server1","node_io_time_server2","node_io_time_server3","node_io_rate_server1","node_io_rate_server2","node_io_rate_server3","node_memory_usage_server1","node_memory_usage_server2","node_memory_usage_server3","postgres_memory_usage_server1","postgres_memory_usage_server3","postgres_memory_usage_server2","jvm_threads_current_server2","jvm_threads_current_server3","jvm_threads_current_server1","jvm_threads_blocked_server2","jvm_threads_blocked_server3","jvm_threads_blocked_server1","jvm_heap_usage_server2","jvm_heap_usage_server3","jvm_heap_usage_server1","jvm_gc_usage_rate_20_server2","jvm_gc_usage_rate_20_server3","jvm_gc_usage_rate_20_server1"
2023-05-30 15:50:20,0,0,50000,66,1000,0,0,0,0,NaN,0,388,370,0,178,190,0,192,199,43840,43723,43618,421885,421984,422144,6.08,6.77,0.958,0.000944,0.206,0.0430,0.0665,0.126,0.107,378596,806350,816182,3340529664,3334119424,3340419072,1431736320,1874640896,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:20,0,0,50000,66,1000,0,0,0,0,NaN,435,388,375,213,180,190,223,194,199,43828,43733,43622,421886,421984,422145,7.66,3.96,3.77,0.0173,0.206,0.0430,0.0632,0.132,0.114,296637,806350,871462,3339304960,3332399104,3341508608,1431736320,1874640896,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:21,0,0,50000,66,1000,0,0,0,0,NaN,435,437,390,213,191,213,223,200,223,43825,43726,43608,421886,421985,422145,0.895,,6.67,0.0173,0.206,0.152,0.0531,0.134,0.115,191003,809715,870508,3339681792,3336331264,3341877248,1431736320,1872683008,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:21,0,0,50000,66,1000,0,0,0,0,NaN,383,366,470,187,230,179,196,241,187,43822,43739,43610,421887,421985,422146,5.54,7.21,4.17,0.000867,0.00739,0.152,0.0459,0.129,0.114,90974,753743,870508,3340980224,3331866624,3342077952,1431736320,1872683008,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:22,0,0,50000,66,1000,0,0,0,0,NaN,458,458,405,224,198,224,234,207,234,43825,43733,43600,421887,421985,422146,4.57,3.57,3.63,0.000867,0.00739,0.00751,0.0459,0.139,0.117,90974,809198,910174,3341393920,3332726784,3341565952,1431736320,1872683008,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:22,0,0,50000,66,1000,0,0,0,0,NaN,458,458,405,224,198,224,234,207,234,43828,43744,43606,421888,421986,422147,4.12,4.00,2.25,0.000867,0.00739,0.00751,0.0459,0.147,0.118,90965,859298,910270,3341340672,3333361664,3341484032,1431736320,1872683008,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:23,0,0,50000,66,1000,0,0,0,0,NaN,376,458,459,184,224,224,192,235,234,43823,43741,43610,421888,421986,422147,0.333,4.04,6.71,0.00117,0.00739,0.00751,0.0476,0.144,0.119,91827,808336,912761,3342876672,3338719232,3344191488,1431736320,1872683008,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:23,0,0,50000,66,1000,0,0,0,0,NaN,448,378,391,219,191,185,229,200,193,43824,43753,43612,421889,421987,422148,1.78,2.10,1.75,0.00117,0.00674,0.00614,0.0476,0.147,0.112,91827,808506,902845,3343159296,3332812800,3342475264,1431736320,1872683008,1873768448,22,20,37,0,0,0,62206128,62037992,95301792,0,0,0
2023-05-30 15:50:24,0,0,50000,66,1000,0,0,0,0,NaN,395,466,445,193,217,228,202,228,239,43835,43761,43619,421889,421987,422148,5.58,4.29,9.54,0.000955,0.00674,0.00614,0.0349,0.150,0.119,65536,812818,958235,3342970880,3332915200,3342733312,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:24,0,0,50000,66,1000,0,0,0,0,NaN,395,402,445,193,217,197,202,228,206,43834,43751,43613,421890,421988,422149,7.39,6.40,,0.000955,0.00635,0.00614,0.0274,0.149,0.117,55619,845501,958033,3341848576,3331477504,3342999552,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:25,0,0,50000,66,1000,0,0,0,0,NaN,477,402,373,233,182,197,244,191,206,43826,43752,43619,421890,421988,422149,3.58,7.06,9.31,0.000955,0.00635,0.00595,0.0316,0.154,0.119,62518,847314,958033,3342000128,3334606848,3342528512,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:25,0,0,50000,66,1000,0,0,0,0,NaN,477,479,456,233,223,234,244,233,245,43835,43751,43613,421891,421989,422149,5.50,0.283,4.31,0.000955,0.00635,0.00595,0.0303,0.149,0.124,62100,847225,1012359,3343347712,3331252224,3342544896,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:26,0,0,50000,66,1000,0,0,0,0,NaN,391,390,456,191,223,191,200,233,200,43819,43747,43616,421891,421989,422150,4.27,8.08,,0.000965,0.00635,0.00595,0.0253,0.153,0.120,39227,900594,958033,3343429632,3336134656,3343171584,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:26,0,0,50000,66,1000,0,0,0,0,NaN,441,390,385,215,188,191,226,197,200,43825,43744,43617,421892,421990,422150,,0.301,6.54,0.000965,0.00635,0.00663,0.0253,0.163,0.125,39235,937768,1013221,3344830464,3335421952,3343163392,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:27,0,0,50000,66,1000,0,0,0,0,NaN,493,452,66.6,241,35.5,221,252,31.1,231,43816,43759,43610,421892,421990,422151,10.2,8.04,6.00,0.000965,0.00635,0.00663,0.0269,0.160,0.126,42685,937005,1014083,3344879616,3341852672,3344748544,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:27,0,0,50000,66,1000,0,0,0,0,NaN,413,452,66.6,202,35.5,221,211,31.1,231,43821,43761,43608,421893,421991,422151,,,1.99,0.000983,0.00635,0.00663,0.0269,0.167,0.120,42685,992094,952759,3345301504,3341606912,3341627392,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:28,0,0,50000,66,1000,0,0,0,0,NaN,413,368,54.3,202,29.0,180,211,25.3,188,43823,43772,43622,421893,421991,422152,2.96,10.4,8.42,0.000983,0.00684,0.00649,0.0269,0.163,0.133,42685,992199,1027557,3346558976,3340926976,3343794176,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:28,0,0,50000,66,1000,0,0,0,0,NaN,0,0,54.3,0,29.0,0,0,25.3,0,43822,43775,43618,421894,421992,422152,7.37,3.67,,0.000983,0.00684,0.00649,0.0257,0.168,0.132,40960,1047393,1030036,3345113088,3337986048,3345543168,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:29,0,0,50000,66,1000,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43809,43771,43625,421894,421992,422153,,3.92,2.83,0.000926,0.00610,0.00627,0.0257,0.163,0.129,40956,1036181,999098,3343880192,3342880768,3343945728,1431736320,1872683008,1873768448,22,20,37,0,0,0,78983344,62037992,95301792,0,0,0
2023-05-30 15:50:29,0,5368,50000,66,1000,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43814,43768,43631,421895,421993,422153,12.5,3.58,9.21,0.000926,0.00610,0.00627,0.0135,0.152,0.133,50014,1033054,1054292,3350618112,3344314368,3350622208,1431736320,1872683008,1873768448,22,21,38,1,0,0,78983344,78815208,33085440,0,0,0.0513
