"Time","goodput","incoming_throughput","batch_size","interval","timeout","total_retries","total_retries_rate","completed_retries","completed_retries_rate","average_latency_of_finished_requests","postgres_network_rate_server1","postgres_network_rate_server2","postgres_network_rate_server3","postgres_network_receive_rate_server1","postgres_network_receive_rate_server3","postgres_network_receive_rate_server2","postgres_network_transmit_server1","postgres_network_transmit_server3","postgres_network_transmit_server2","node_network_usage_server1","node_network_usage_server2","node_network_usage_server3","node_avg_cpu_seconds_server1","node_avg_cpu_seconds_server2","node_avg_cpu_seconds_server3","node_avg_cpu_rate_server1","node_avg_cpu_rate_server2","node_avg_cpu_rate_server3","postgres_cpu_rate_server1","postgres_cpu_rate_server2","postgres_cpu_rate_server3","node_io_time_server1","node_io_time_server2","node_io_time_server3","node_io_rate_server1","node_io_rate_server2","node_io_rate_server3","node_memory_usage_server1","node_memory_usage_server2","node_memory_usage_server3","postgres_memory_usage_server1","postgres_memory_usage_server3","postgres_memory_usage_server2","jvm_threads_current_server2","jvm_threads_current_server3","jvm_threads_current_server1","jvm_threads_blocked_server2","jvm_threads_blocked_server3","jvm_threads_blocked_server1","jvm_heap_usage_server2","jvm_heap_usage_server3","jvm_heap_usage_server1","jvm_gc_usage_rate_20_server2","jvm_gc_usage_rate_20_server3","jvm_gc_usage_rate_20_server1"
2023-05-29 15:56:49,0,0,3000,33,1000,0,0,0,0,NaN,392,0,0,192,0,0,201,0,0,43713,43657,43553,339368,339438,339577,,1.07,2.04,0.0389,0.000339,0.000332,0.00505,0.0152,0.0160,41818,52601,61656,3252228096,3229261824,3244404736,385327104,315740160,317108224,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:50,0,0,3000,33,1000,0,0,0,0,NaN,392,385,388,192,190,188,201,199,197,43715,43646,43548,339369,339438,339578,9.65,2.29,3.25,0.0389,0.0430,0.0362,0.00505,0.0152,0.0143,41822,52596,53895,3252387840,3233607680,3244441600,385327104,315912192,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:50,0,0,3000,33,1000,0,0,0,0,NaN,478,432,459,234,224,211,245,235,221,43712,43647,43541,339369,339439,339578,4.69,7.73,5.17,0.0389,0.0430,0.0362,0.00505,0.0126,0.0354,41818,47432,88819,3252097024,3234291712,3244453888,385327104,315912192,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:51,0,0,3000,33,1000,0,0,0,0,NaN,392,432,459,191,224,211,200,235,221,43718,43635,43541,339370,339439,339579,,1.79,3.58,0,0.0430,0.0362,0.00505,0.0126,0.0371,41822,47432,91837,3252441088,3232968704,3244396544,385327104,315912192,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:51,0,0,3000,33,1000,0,0,0,0,NaN,392,406,377,191,184,198,200,193,208,43721,43629,43531,339370,339440,339579,7.19,,6.63,0,0,0.000301,0.00505,0.0126,0.0371,41818,47432,91837,3252101120,3234131968,3243872256,385327104,315809792,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:52,0,0,3000,33,1000,0,0,0,0,NaN,445,457,444,217,217,223,227,227,234,43716,43627,43528,339371,339440,339580,4.33,7.35,,0,0,0.000301,0.00337,0.0139,0.0370,35351,48716,91827,3253522432,3230752768,3243290624,385327104,315809792,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:52,0,0,3000,33,1000,0,0,0,0,NaN,445,457,444,217,217,223,227,227,234,43719,43637,43534,339371,339441,339580,2.93,8.44,7.11,0,0,0.000301,0.00337,0.0139,0.0371,35355,48721,91837,3253608448,3233099776,3246948352,385327104,315809792,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:53,0,0,3000,33,1000,0,0,0,0,NaN,480,403,373,234,182,197,245,191,206,43709,43633,43544,339372,339441,339581,5.57,,2.00,0,0,0.000324,0.00505,0.0139,0.0362,37072,48726,90974,3254067200,3235729408,3244728320,385327104,315809792,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:53,0,0,3000,33,1000,0,0,0,0,NaN,460,396,463,224,226,193,235,237,202,43714,43626,43543,339372,339442,339581,3.57,6.60,4.77,0.0000200,0,0.000324,0.00505,0.0139,0.0362,37076,48716,90965,3253477376,3230040064,3249176576,385327104,315809792,317231104,22,20,37,0,0,0,62125184,61956696,95425720,0,0,0
2023-05-29 15:56:54,0,0,3000,33,1000,0,0,0,0,NaN,460,396,463,224,226,193,235,237,202,43725,43631,43544,339372,339442,339582,4.43,1.47,7.63,0.0000200,0,0.000324,0.00505,0.0139,0.0362,37083,48726,90974,3254194176,3233476608,3243163648,385327104,315809792,317231104,22,20,37,0,0,0,78902400,61956696,95425720,0,0,0
2023-05-29 15:56:54,0,0,3000,33,1000,0,0,0,0,NaN,460,460,463,224,226,225,235,237,235,43723,43618,43538,339373,339443,339582,,4.57,0.167,0.0000200,0,0.000324,0.00505,0.0139,0.0362,37080,48716,90965,3254173696,3228934144,3243696128,385327104,315809792,317231104,22,20,37,0,0,0,78902400,61956696,95425720,0,0,0
2023-05-29 15:56:55,0,0,3000,33,1000,0,0,0,0,NaN,384,460,375,188,183,225,196,192,235,43721,43616,43548,339373,339443,339583,8.17,5.06,7.65,0.000465,0,0.000427,0.00505,0.0139,0.0265,37080,48721,71149,3256238080,3229159424,3243864064,385327104,315809792,317231104,22,20,37,0,0,0,78902400,61956696,95425720,0,0,0
