"Time","goodput","incoming_throughput","batch_size","interval","timeout","total_retries","total_retries_rate","completed_retries","completed_retries_rate","average_latency_of_finished_requests","postgres_network_rate_server1","postgres_network_rate_server2","postgres_network_rate_server3","postgres_network_receive_rate_server1","postgres_network_receive_rate_server3","postgres_network_receive_rate_server2","postgres_network_transmit_server1","postgres_network_transmit_server3","postgres_network_transmit_server2","node_network_usage_server1","node_network_usage_server2","node_network_usage_server3","node_avg_cpu_seconds_server1","node_avg_cpu_seconds_server2","node_avg_cpu_seconds_server3","node_avg_cpu_rate_server1","node_avg_cpu_rate_server2","node_avg_cpu_rate_server3","postgres_cpu_rate_server1","postgres_cpu_rate_server2","postgres_cpu_rate_server3","node_io_time_server1","node_io_time_server2","node_io_time_server3","node_io_rate_server1","node_io_rate_server2","node_io_rate_server3","node_memory_usage_server1","node_memory_usage_server2","node_memory_usage_server3","postgres_memory_usage_server1","postgres_memory_usage_server3","postgres_memory_usage_server2","jvm_threads_current_server2","jvm_threads_current_server3","jvm_threads_current_server1","jvm_threads_blocked_server2","jvm_threads_blocked_server3","jvm_threads_blocked_server1","jvm_heap_usage_server2","jvm_heap_usage_server3","jvm_heap_usage_server1","jvm_gc_usage_rate_20_server2","jvm_gc_usage_rate_20_server3","jvm_gc_usage_rate_20_server1"
2023-05-30 19:27:30,,,,,,,,,,,0,0,0,0,0,0,0,0,0,43810,43708,43614,434307,434456,434622,,5.46,3.75,0.000838,0.00435,0.000977,0.0316,0.100,0.00926,57350,558408,19831,3330359296,3316797440,3346259968,1463242752,1436098560,1917812736,23,20,35,0,0,0,62121272,62108248,78355272,0,0,0
2023-05-30 19:27:30,,,100000,125,1000,0,,0,,,0,0,0,0,0,0,0,0,0,43813,43706,43618,434307,434457,434622,3.98,10.6,5.52,0.000838,0.00435,0.000977,0.0333,0.106,0.0101,81911,597217,21558,3334483968,3318452224,3344564224,1463242752,1436098560,1917812736,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:31,0,0,100000,125,1000,0,0,0,0,NaN,0,0,426,0,208,0,0,218,0,43813,43709,43622,434308,434457,434623,6.44,,2.53,0.000838,0.00435,0.0246,0.0156,0.107,0.0101,49152,607501,21558,3333345280,3317276672,3344744448,1463242752,1436286976,1917812736,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:31,0,0,100000,125,1000,0,0,0,0,NaN,0,0,426,0,208,0,0,218,0,43814,43698,43629,434308,434458,434623,2.17,5.61,3.81,0.000838,0.00435,0.0246,0.0189,0.125,0.00842,54757,662620,20269,3332866048,3316928512,3347468288,1463242752,1436286976,1917812736,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:32,0,0,100000,125,1000,0,0,0,0,NaN,417,409,371,200,181,200,217,190,209,43818,43710,43619,434309,434458,434624,8.62,4.23,2.67,0.0388,0.221,0.00101,0.0189,0.123,0.0248,54751,662759,43120,3333623808,3320926208,3344949248,1463357440,1436168192,1917550592,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:32,0,0,100000,125,1000,0,0,0,0,NaN,417,409,417,200,204,200,217,213,209,43823,43709,43611,434309,434459,434624,4.37,9.60,8.93,0.0388,0.221,0.00101,0.0189,0.123,0.0248,54757,663482,43111,3333799936,3318820864,3345965056,1463357440,1436168192,1917550592,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:33,0,0,100000,125,1000,0,0,0,0,NaN,417,499,417,200,204,244,217,213,255,43833,43715,43606,434310,434459,434625,3.38,0.509,,0.0388,0.221,0.00101,0.0189,0.130,0.0248,54763,764443,43107,3335110656,3321470976,3346116608,1463357440,1436168192,1917550592,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:33,0,0,100000,125,1000,0,0,0,0,NaN,416,413,416,199,203,202,217,213,211,43830,43713,43619,434310,434460,434625,0.532,6.77,7.55,0.000627,0.00543,0.00159,0.0189,0.123,0.0248,54751,717802,43120,3335970816,3321348096,3346259968,1463304192,1436168192,1917550592,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:34,0,0,100000,125,1000,0,0,0,0,NaN,416,413,416,199,203,202,217,213,211,43844,43726,43608,434311,434460,434626,7.44,3.31,6.35,0.000627,0.00543,0.00159,0.0189,0.121,0.0194,54763,714073,29747,3335303168,3324432384,3344232448,1463304192,1436168192,1917550592,23,20,37,0,0,0,62121272,62108248,95132488,0,0,0
2023-05-30 19:27:34,0,0,100000,125,1000,0,0,0,0,NaN,416,522,372,199,182,255,217,190,267,43837,43730,43613,434311,434461,434626,4.21,0.375,,0.000627,0.00543,0.00122,0.0189,0.130,0.0194,54757,769267,29750,3336818688,3321122816,3345256448,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:35,0,0,100000,125,1000,0,0,0,0,NaN,411,419,449,197,219,205,214,230,214,43844,43727,43616,434312,434461,434627,3.29,4.21,10.6,0.000613,0.00774,0.00122,0.0190,0.129,0.0219,54769,770910,37515,3337572352,3322929152,3345739776,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:35,0,0,100000,125,1000,0,0,0,0,NaN,411,419,388,197,189,205,214,198,214,43837,43726,43613,434312,434462,434627,0.208,3.75,0.324,0.000613,0.00774,0.00128,0.0211,0.131,0.0219,61656,825667,37511,3337715712,3321655296,3346305024,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:36,0,0,100000,125,1000,0,0,0,0,NaN,398,419,388,191,189,205,207,198,214,43836,43731,43596,434313,434462,434628,7.62,2.83,6.50,0.000597,0.00774,0.00128,0.0143,0.132,0.0219,51739,825754,37507,3337318400,3322163200,3346096128,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:36,0,0,100000,125,1000,0,0,0,0,NaN,444,524,448,213,219,256,231,229,268,43822,43734,43598,434313,434463,434628,4.23,4.04,,0.000597,0.00774,0.00128,0.0143,0.138,0.0219,51734,880856,37511,3337785344,3325485056,3347214336,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:37,0,0,100000,125,1000,0,0,0,0,NaN,444,407,379,213,185,199,231,194,208,43822,43745,43609,434314,434463,434628,2.85,4.00,6.94,0.000597,0.00653,0.00121,0.0143,0.139,0.0312,51739,880856,59506,3338817536,3325022208,3348529152,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:37,0,0,100000,125,1000,0,0,0,0,NaN,372,407,416,178,203,199,194,213,208,43824,43746,43611,434314,434464,434629,1.42,6.13,3.37,0.000651,0.00653,0.00121,0.0143,0.144,0.0312,51744,936044,59500,3339100160,3321716736,3347468288,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:38,0,0,100000,125,1000,0,0,0,0,NaN,420,518,457,201,223,253,219,234,265,43825,43759,43622,434315,434464,434629,1.92,7.67,6.98,0.000651,0.00653,0.00121,0.0143,0.144,0.0312,51739,936142,59500,3339014144,3326734336,3347800064,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:38,0,0,100000,125,1000,0,0,0,0,NaN,468,441,401,224,196,215,244,205,226,43824,43765,43630,434315,434465,434630,7.38,,2.56,0.000651,0.00811,0.00125,0.0143,0.159,0.0312,51739,988645,59506,3341426688,3321348096,3348516864,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:39,0,0,100000,125,1000,0,0,0,0,NaN,425,441,401,204,196,215,222,205,226,43824,43774,43620,434315,434465,434630,2.17,4.02,2.24,0.000651,0.00811,0.00125,0.0143,0.161,0.0291,51739,956739,54326,3340619776,3326992384,3352850432,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:39,0,0,100000,125,1000,0,0,0,0,NaN,372,441,0,178,0,215,194,0,226,43824,43771,43637,434316,434466,434631,7.77,4.69,3.10,0.00104,0.00811,0.00125,0.00968,0.157,0.0291,38369,938963,54332,3342598144,3323367424,3354640384,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:40,0,0,100000,125,1000,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43819,43777,43639,434316,434466,434631,4.35,6.19,4.83,0.00104,0.00766,0.00125,0.00674,0.179,0.0282,13367,971830,52601,3342327808,3324067840,3351314432,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:40,0,0,100000,125,1000,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43812,43767,43640,434317,434466,434632,4.79,2.63,3.83,0.00104,0.00766,0.00125,0.00884,0.180,0.0303,15091,961482,54763,3340836864,3328548864,3349741568,1463304192,1436168192,1917550592,23,20,37,0,0,0,78898488,62108248,95132488,0,0,0
2023-05-30 19:27:41,0,10708,100000,125,1000,0,0,0,0,NaN,14995,0,0,13609,0,0,1387,0,0,43814,43774,43644,434317,434467,434632,4.12,5.58,8.83,0.0481,0.00766,0.00125,0.00800,0.171,0.0362,30181,961583,115981,3341918208,3324837888,3351101440,1463541760,1436168192,1917550592,23,20,37,0,0,0,78898488,78885464,95132488,0,0,0
2023-05-30 19:27:41,10763,53542,100000,125,1000,0,0,0,0,0.212,14995,72172,73626,13609,66742,65490,1387,6884,6682,43819,43773,43655,434318,434467,434633,3.00,3.94,3.12,0.0481,0.190,0.160,0.0160,0.180,0.0248,111262,1063123,146594,3348180992,3334021120,3354251264,1463541760,1436626944,1917771776,23,20,38,0,0,0,78898488,78885464,33543272,0,0,0.0513
