"Time","goodput","incoming_throughput","batch_size","interval","timeout","total_retries","total_retries_rate","completed_retries","completed_retries_rate","average_latency_of_finished_requests","postgres_network_rate_server1","postgres_network_rate_server2","postgres_network_rate_server3","postgres_network_receive_rate_server3","postgres_network_receive_rate_server1","postgres_network_receive_rate_server2","postgres_network_transmit_server3","postgres_network_transmit_server1","postgres_network_transmit_server2","node_network_usage_server1","node_network_usage_server2","node_network_usage_server3","node_avg_cpu_seconds_server1","node_avg_cpu_seconds_server2","node_avg_cpu_seconds_server3","node_avg_cpu_rate_server1","node_avg_cpu_rate_server2","node_avg_cpu_rate_server3","postgres_cpu_rate_server1","postgres_cpu_rate_server2","postgres_cpu_rate_server3","node_io_time_server1","node_io_time_server2","node_io_time_server3","node_io_rate_server1","node_io_rate_server2","node_io_rate_server3","node_memory_usage_server1","node_memory_usage_server2","node_memory_usage_server3","postgres_memory_usage_server3","postgres_memory_usage_server1","postgres_memory_usage_server2","jvm_threads_current_server1","jvm_threads_current_server2","jvm_threads_current_server3","jvm_threads_blocked_server1","jvm_threads_blocked_server2","jvm_threads_blocked_server3","jvm_heap_usage_server1","jvm_heap_usage_server2","jvm_heap_usage_server3","jvm_gc_usage_rate_20_server1","jvm_gc_usage_rate_20_server2","jvm_gc_usage_rate_20_server3"
2023-02-05 21:33:54,0,97054,200000,300,600,0,0,0,0,NaN,1066,125687,1254,612,521,114471,641,545,11216,45330,45313,45348,1761069,1763816,1760735,10.5,10.2,5.71,0.425,0.186,0.00800,0.176,0.467,0.142,957554,2909070,927516,3419402240,3431636992,3409375232,1772068864,1799536640,1642184704,35,21,20,0,0,0,95281528,62744072,62613672,0,0,0
2023-02-05 21:33:55,46443,231624,200000,300,600,0,0,0,0,0.379,260638,198619,198149,180291,237604,180895,17858,23034,17724,45349,45318,45352,1761070,1763817,1760736,,10.8,3.54,0.182,0.186,0.571,0.258,0.490,0.164,1474560,3144818,1188750,3427815424,3432579072,3411857408,1775071232,1800130560,1642184704,35,21,20,0,0,0,95281528,62744072,62613672,0,0,0
2023-02-05 21:33:56,225623,405914,200000,300,600,0,0,0,0,0.344,650696,741312,575878,526068,594568,679457,49810,56129,61854,45353,45341,45355,1761071,1763818,1760737,4.71,8.00,9.46,0.359,0.345,0.754,0.299,0.306,0.175,1785856,1520071,1328924,3437563904,3442769920,3417206784,1175449600,1800044544,1645391872,35,21,20,0,0,0,33610672,79521288,62613672,0.0513,0,0
2023-02-05 21:33:57,360927,541219,200000,300,600,0,0,0,0,0.341,650696,591381,796185,727320,594568,542037,68865,56129,49344,45362,45347,45344,1761072,1763819,1760738,7.58,9.21,4.42,0.359,0.345,0.754,0.335,0.122,0.170,2088050,1132316,1388999,3440377856,3457286144,3419762688,1175449600,1800044544,1645391872,35,21,20,0,0,0,33610672,79521288,79390888,0.0513,0,0
2023-02-05 21:33:58,496232,634978,200000,300,600,0,0,0,0,0.338,897858,863755,881027,805341,820326,790732,75686,77532,73023,45366,45345,45315,1761073,1763820,1760739,2.33,6.21,9.29,0.365,0.308,0.308,0.358,0.153,0.174,2353835,1976092,1529173,3452604416,3462680576,3438137344,1175855104,1800101888,1646501888,35,21,20,0,0,0,50387888,79521288,79390888,0.0513,0,0
2023-02-05 21:33:59,631526,634978,200000,300,600,0,0,0,0,0.339,910392,815614,881027,805341,831836,743636,75686,78557,71978,45347,45322,45312,1761074,1763821,1760740,5.67,7.67,2.46,0.395,0.327,0.308,0.335,0.161,0.164,2240967,2015232,1376256,3461955584,3471147008,3442847744,1175855104,1799438336,1646477312,35,21,20,0,0,0,50387888,79521288,79390888,0.0513,0,0
2023-02-05 21:34:00,634978,634978,200000,300,600,0,0,0,0,0.334,867229,815614,863706,789237,792381,743636,74469,74849,71978,45348,45339,45329,1761075,1763822,1760741,9.42,10.3,8.25,0.310,0.327,0.312,0.320,0.170,0.148,2277376,2087140,1281593,3462758400,3476058112,3446304768,1176281088,1799303168,1646477312,35,21,20,0,0,0,67165104,96298504,96168104,0.0513,0,0
2023-02-05 21:34:01,680333,680333,200000,300,600,0,0,0,0,0.323,571942,886416,907224,829081,522702,808354,78143,49240,78063,45320,45303,45330,1761075,1763823,1760742,5.83,7.58,7.42,0.310,0.364,0.323,0.300,0.178,0.147,2273735,2074396,1285234,3467710464,3474206720,3445919744,1175797760,1799303168,1646948352,35,21,20,0,0,0,67165104,96298504,96168104,0.0513,0,0
2023-02-05 21:34:02,680333,680333,200000,300,600,0,0,0,0,0.325,881678,897874,907224,829081,807155,819537,78143,74523,78337,45318,45307,45363,1761076,1763824,1760743,9.50,2.46,11.0,0.369,0.360,0.323,0.293,0.158,0.154,2350194,1331655,1378076,3468857344,3475931136,3449253888,1175797760,1800851456,1648824320,35,21,20,0,0,0,83942320,96298504,96168104,0.0513,0,0
2023-02-05 21:34:03,634978,634978,200000,300,600,0,0,0,0,0.313,857238,933187,931300,853533,785347,852984,77767,71891,80203,45307,45306,45361,1761077,1763825,1760744,8.63,5.04,3.71,0.369,0.360,0.326,0.264,0.145,0.156,2166329,1300708,1376256,3465539584,3487727616,3449700352,1178058752,1800851456,1648824320,35,21,20,0,0,0,83942320,96298504,96168104,0.0513,0,0
