"Time","goodput","incoming_throughput","batch_size","interval","timeout","total_retries","total_retries_rate","completed_retries","completed_retries_rate","average_latency_of_finished_requests","postgres_network_rate_server1","postgres_network_rate_server2","postgres_network_rate_server3","postgres_network_receive_rate_server1","postgres_network_receive_rate_server3","postgres_network_receive_rate_server2","postgres_network_transmit_server1","postgres_network_transmit_server3","postgres_network_transmit_server2","node_network_usage_server1","node_network_usage_server2","node_network_usage_server3","node_avg_cpu_seconds_server1","node_avg_cpu_seconds_server2","node_avg_cpu_seconds_server3","node_avg_cpu_rate_server1","node_avg_cpu_rate_server2","node_avg_cpu_rate_server3","postgres_cpu_rate_server1","postgres_cpu_rate_server2","postgres_cpu_rate_server3","node_io_time_server1","node_io_time_server2","node_io_time_server3","node_io_rate_server1","node_io_rate_server2","node_io_rate_server3","node_memory_usage_server1","node_memory_usage_server2","node_memory_usage_server3","postgres_memory_usage_server1","postgres_memory_usage_server3","postgres_memory_usage_server2","jvm_threads_current_server2","jvm_threads_current_server1","jvm_threads_current_server3","jvm_threads_blocked_server2","jvm_threads_blocked_server1","jvm_threads_blocked_server3","jvm_heap_usage_server2","jvm_heap_usage_server1","jvm_heap_usage_server3","jvm_gc_usage_rate_20_server2","jvm_gc_usage_rate_20_server1","jvm_gc_usage_rate_20_server3"
2023-02-14 23:02:56,0,0,370000,500,700,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43199,43149,43154,85076,85105,85076,3.17,1.000,7.42,0.134,0.000314,0.00135,0.999,0.0338,0.0124,40180850,60985,123790,3203252224,3162939392,3122966528,3344306176,2985865216,3016679424,21,34,19,0,0,0,62157640,95248208,61880416,0,0,0
2023-02-14 23:02:57,0,0,370000,500,700,0,0,0,0,NaN,928,1022,0,453,0,499,474,0,523,43235,43140,43153,85077,85106,85077,9.63,0.125,4.96,0.810,0.696,0.00109,1.01,0.0391,0.0720,42112341,64626,182044,3196002304,3153899520,3130535936,3344187392,2985865216,3016998912,21,34,19,0,0,0,62157640,95248208,61880416,0,0,0
2023-02-14 23:02:58,0,0,370000,500,700,0,0,0,0,NaN,1253,1742,924,612,451,851,641,472,891,43222,43140,43162,85078,85107,85078,8.79,,6.46,0.810,0.696,0.998,0.988,0.0391,0.0764,41274937,57344,185685,3197337600,3156557824,3123027968,3344187392,2985930752,3016998912,21,34,19,0,0,0,62157640,95248208,61880416,0,0,0
2023-02-14 23:02:59,0,0,370000,500,700,0,0,0,0,NaN,1046,1152,883,511,432,563,535,452,589,43213,43114,43173,85079,85108,85079,5.17,2.46,7.83,0.0610,0.000379,0.00150,0.924,0.0204,0.0809,32127204,20025,220274,3197165568,3156705280,3123318784,3344187392,2985930752,3016810496,21,34,19,0,0,0,62157640,95248208,61880416,0,0,0
2023-02-14 23:03:00,0,0,370000,500,700,0,0,0,0,NaN,0,0,959,0,469,0,0,491,0,43226,43118,43162,85080,85109,85080,5.17,2.83,10.1,0.113,0.000291,0.00145,0.877,0.0204,0.0782,25124864,20025,162020,3200552960,3157233664,3123884032,3344187392,2985852928,3016757248,21,34,19,0,0,0,78934856,95248208,78657632,0,0,0
2023-02-14 23:03:01,0,0,370000,500,700,0,0,0,0,NaN,0,0,959,0,469,0,0,491,0,43244,43114,43162,85081,85110,85081,4.38,1.00,0.0417,0.101,0.000323,0.00145,0.836,0.0151,0.0498,16294798,16384,103765,3200286720,3156357120,3125051392,3344093184,2985852928,3016757248,21,34,19,0,0,0,78934856,95248208,78657632,0,0,0
2023-02-14 23:03:02,0,0,370000,500,700,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43214,43109,43164,85082,85111,85082,2.12,1.25,6.46,0.101,0.000323,0.00157,0.771,0.0151,0.0373,7035108,16384,137444,3199283200,3156697088,3126337536,3344093184,2985852928,3016757248,21,34,19,0,0,0,78934856,95248208,78657632,0,0,0
2023-02-14 23:03:03,0,0,370000,500,700,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43204,43116,43152,85083,85111,85083,0.708,4.21,2.92,0.107,0.000414,0.00143,0.758,0.0107,0.0329,2965504,8192,102855,3201527808,3157147648,3128401920,3344093184,2985852928,3016757248,21,34,19,0,0,0,78934856,95248208,78657632,0,0,0
2023-02-14 23:03:04,0,0,370000,500,700,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43175,43108,43148,85084,85112,85084,9.67,1.38,3.87,0.106,0.000299,0.00143,0.771,0.00356,0.0329,3156651,9102,102855,3200356352,3158331392,3131375616,3344093184,2985852928,3016757248,21,34,19,0,0,0,78934856,95248208,78657632,0,0,0
2023-02-14 23:03:05,0,0,370000,500,700,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,43161,43123,43145,85085,85113,85085,9.25,6.17,4.17,0.106,0.000299,0.00156,0.771,0.0311,0.0373,3051065,53703,161109,3198103552,3158982656,3131121664,3345666048,2985852928,3016757248,21,34,19,0,0,0,78934856,95248208,78657632,0,0,0
